LICENSE NUMBER,STATUS,LICENSE TYPE, ORIG. ISS. DATE, EXPIR DATE, PRIMARY OWNER, PREMISES ADDR, PREMISES CSZ,BUSNESS NAME, MAILING ADDRESS, MAILING CSZ, CENSUS TRACT, GEO CODE
475187,ACTIVE,47,3/20/09,2/28/17,WELSHMAN GROUP LLC THE,1854 DIVISADERO ST,"SAN FRANCISCO, CA  94115-2516",FISH BOWL,PO BOX 330546,"SAN FRANCISCO, CA  94133-0546",153,3800
501963,ACTIVE,41,10/7/10,9/30/17,MY FATHERS KITCHEN LLC,1655 DIVISADERO ST,"SAN FRANCISCO, CA  94115-3009",MY FATHERS KITCHEN LLC,,,155,3800
503497,ACTIVE,41,11/17/10,10/31/17,MY IVY CORP,1901 DIVISADERO ST,"SAN FRANCISCO, CA  94115-2518",MY IVY CORP,,,153,3800
535540,ACTIVE,41,10/28/13,9/30/17,"MIKYBOOM, LLC",1862 DIVISADERO ST,"SAN FRANCISCO, CA  94115-2517",LOCALE PIZZERIA,PO BOX 330546,"SAN FRANCISCO, CA  94133-0546",153,3800
544594,ACTIVE,47,8/18/14,7/31/17,DIVISADERO SPORTS BAR LLC,1750 DIVISADERO ST,"SAN FRANCISCO, CA  94115-3012",SAN FRANCISCO ATHLETIC CLUB,,,153,3800
552879,ACTIVE,41,1/14/15,10/31/17,"GARCIA, FILBERT",1836 DIVISADERO ST,"SAN FRANCISCO, CA  94115-2547",CITY TAQUERIA THE,,,153,3800
9795,SUREND,48,12/1/76,5/31/17,"ELLIS, KELLY A JR",2062 DIVISADERO ST,"SAN FRANCISCO, CA  94115",LION PUB THE,2178 VIZCAYA CIRCLE,"CAMPBELL, CA  95008",134,3800
207022,ACTIVE,41,9/16/87,2/28/17,"RAMPEN, LENNI",248 DIVISADERO ST,"SAN FRANCISCO, CA  94117",,,,167,3800
357352,ACTIVE,47,11/29/99,6/30/17,"BESHUE, GIDAY ARAIA",543 DIVISADERO ST,"SAN FRANCISCO, CA  94117",CLUB WAZIEMA,,,164,3800
408562,ACTIVE,48,6/3/04,5/31/17,INDEPENDENT LLC THE,628 DIVISADERO ST,"SAN FRANCISCO, CA  94117",INDEPENDENT THE,,,164,3800
413568,ACTIVE,48,7/29/04,6/30/17,GREENHOUND INC,298 DIVISADERO ST,"SAN FRANCISCO, CA  94117",PAGE THE,"270 DIVISADERO ST, #25","SAN FRANCISCO, CA  94117",167,3800
417808,ACTIVE,41,11/22/04,10/31/17,LITTLE STAR PIZZA LLC,846 DIVISADERO ST,"SAN FRANCISCO, CA  94117",LITTLE STAR PIZZA,,,158.02,3800
429840,ACTIVE,47,11/21/05,10/31/17,ANGEL FOOD LLC,560 DIVISADERO ST,"SAN FRANCISCO, CA  94117",NOPA,,,164,3800
462220,ACTIVE,48,10/22/08,9/30/17,MINI BAR SF LLC,837 DIVISADERO ST,"SAN FRANCISCO, CA  94117-1505",MINI BAR SF LLC,,,158.02,3800
469351,ACTIVE,41,5/8/09,4/30/17,"SELVERA, MICHAEL LOUIS",655 DIVISADERO ST,"SAN FRANCISCO, CA  94117-1501",BAR CRUDO,,,164,3800
473085,ACTIVE,48,1/14/09,12/31/17,DIVISADERO 500 LLC,500 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2213",MADRONE ART BAR,,,164,3800
480072,ACTIVE,41,9/25/09,8/31/17,TLC FOODS LLC,292 DIVISADERO ST,"SAN FRANCISCO, CA  94117-3253",LITTLE CHIHUAHUA MEXICAN RESTAURANT THE,1949 OFARRELL ST,"SAN FRANCISCO, CA  94115-3506",167,3800
489693,ACTIVE,41,11/19/10,10/31/16,LADA GROUP INC,359 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2208",PANINI,,,167,3800
500949,ACTIVE,41,9/21/10,7/31/17,MOJO BICYCLE CAFE INC,639A DIVISADERO ST,"SAN FRANCISCO, CA  94117-1501",MOJO BICYLCE CAFE,,,164,3800
503464,ACTIVE,48,3/29/12,2/28/17,FULTON LOUNGE INC,821 DIVISADERO ST,"SAN FRANCISCO, CA  94117-1505",BAR 821,1300 FULTON ST,"SAN FRANCISCO, CA  94117",158.02,3800
507524,ACTIVE,41,8/2/11,8/31/17,RAGAZZA LLC,311 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2208",RAGAZZA,,,167,3800
522100,ACTIVE,41,12/14/12,11/30/17,WINE KITCHEN LLC,507 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2212",WINE KITCHEN,"912 CORBETT AVE., #1","SAN FRANCISCO, CA  94131",164,3800
527485,ACTIVE,41,1/29/13,12/31/17,"INKHONG, ATTHAPON",312 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2209",SA-BEANG THAI,,,167,3800
529034,ACTIVE,86,3/14/13,4/30/17,"BI-RITE DIVIS, INC.",542-550 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2213",BI-RITE MARKET,592 GUERRERO ST,"SAN FRANCISCO, CA  94110",164,3800
530293,ACTIVE,47,7/30/13,6/30/17,"LATIN HOSPITALITY GROUP, LLC",661-663 DIVISADERO ST,"SAN FRANCISCO, CA  94117-1501",LA URBANA,,,164,3800
538577,ACTIVE,41,4/21/14,3/31/17,"4505 GROVE AND DIVISADERO, LLC",705 DIVISADERO ST,"SAN FRANCISCO, CA  94117-1503",,,,164,3800
547348,ACTIVE,41,3/10/15,10/31/17,"ALZAGHA, ALMOTASEM HIKMAT",601 DIVISADERO ST,"SAN FRANCISCO, CA  94117-1501",BEAN BAG CAFE,,,164,3800
551776,ACTIVE,41,3/10/15,2/28/17,SENIORES PIZZA 2014 INC,559 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2212",,,,164,3800
555527,ACTIVE,47,5/26/15,4/30/17,"HMS BEAGLE, LLC",528 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2213",HORSEFEATHER,885 S VAN NESS AVE,"SAN FRANCISCO, CA  94110-1910",164,3800
557622,ACTIVE,41,11/6/15,10/31/17,BICK INC.,252 DIVISADERO ST,"SAN FRANCISCO, CA  94117-3253",IJJI,741 LAUREL ST,"SAN CARLOS, CA  94070-3113",167,3800
560188,ACTIVE,41,2/2/16,1/31/17,INDIAN PARADOX INC,258 DIVISADERO ST,"SAN FRANCISCO, CA  94117-3253",INDIAN PARADOX,30 CHICORY LN,"SAN CARLOS, CA  94070-1524",167,3800
560856,ACTIVE,41,7/11/16,6/30/17,JULIETTE FOODS INC.,607 DIVISADERO ST,"SAN FRANCISCO, CA  94117-1501",JULIETTE,,,164,3800
563983,ACTIVE,41,1/25/16,12/31/16,NAMU STONEPOT LLC,553 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2212",NAMU STONEPOT,"497 DOLORES ST, #2","SAN FRANCISCO, CA  94110",164,3800
565086,ACTIVE,41,3/15/16,2/28/17,"SOUVLA DIVISADERO, LLC",531 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2212",SOUVLA,517 HAYES ST,"SAN FRANCISCO, CA  94102-4213",164,3800
566833,ACTIVE,41,5/10/16,4/30/17,LOPAC GROUP LLC,762 DIVISADERO ST,"SAN FRANCISCO, CA  94117-1504",FLY BAR DIVISADERO,"3900 CALIFORNIA ST, #1","SAN FRANCISCO, CA  94118-1486",164,3800
567977,ACTIVE,41,6/8/16,5/31/17,FOOD IN MOTION INC,855 DIVISADERO ST,"SAN FRANCISCO, CA  94117-1505",EL RANCHO GRANDE TAQUERIA,,,158.02,3800
572709,ACTIVE,41,11/9/16,10/31/17,FOURBARREL COFFEE,736 DIVISADERO ST,"SAN FRANCISCO, CA  94117-1504",MILL THE,375 VALENCIA ST,"SAN FRANCISCO, CA  94110",164,3800
558079,REVPEN,41,10/27/15,9/30/16,DUSTY BUNS LLC,11 DIVISION ST,"SAN FRANCISCO, CA  94103-5210",,,,607,3800
564603,ACTIVE,47,6/2/16,5/31/17,"SAAP VER, LLC",88 DIVISION ST,"SAN FRANCISCO, CA  94103-5230",SAAP VER,"378 GOLDEN GATE AVE, #537","SAN FRANCISCO, CA  94102-3608",607,3800
375691,ACTIVE,41,4/12/01,7/31/17,"HERBERT, RACHEL ANNA",501 DOLORES ST,"SAN FRANCISCO, CA  94110-1564",DOLORES PARK CAFE,,,207,3800
408697,ACTIVE,41,2/9/04,1/31/17,"CAI, JAMES YUN WEI",398 DOLORES ST,"SAN FRANCISCO, CA  94110",MAXFIELDS HOUSE OF CAFFEINE,75 LOIS LN,"SAN FRANCISCO, CA  94134",203,3800
513970,ACTIVE,41,3/6/12,2/28/17,NAMU HAIGHT LLC,499 DOLORES ST,"SAN FRANCISCO, CA  94110-1023",NAMU GAJI,,,207,3800
556634,ACTIVE,48,7/8/15,6/30/17,"TIPPLING ENTERPRISES, INC.",1600 DOLORES ST,"SAN FRANCISCO, CA  94110-4907",MULLIGANS OLD CORNER,118 GARCES DR,"SAN FRANCISCO, CA  94132-2342",215,3800
564074,ACTIVE,41,2/17/16,1/31/17,"DAMICO, MICHELE",1551 DOLORES ST,"SAN FRANCISCO, CA  94110-4928",NOETECA,,,215,3800
482044,ACTIVE,41,9/30/09,8/31/17,STONE AGE GROUP INC,100 DRUMM ST,"SAN FRANCISCO, CA  94111-4103",STONE KOREAN KITCHEN,4 EMBARCADERO CTR STREET LEVEL,"SAN FRANCISCO, CA  94111",105,3800
260689,ACTIVE,47,8/26/91,9/30/17,ORALE ORALE INC,91 DRUMM ST UNIT D,"SAN FRANCISCO, CA  94111",ORALE ORALE INC,113 SACRAMENTO ST,"SAN FRANCISCO, CA  94111",117,3800
547831,ACTIVE,41,1/30/15,12/31/16,CALCAL INC.,55 DUBOCE AVE,"SAN FRANCISCO, CA  94103-1231",DUBOCE TRUCK STOP,1515 FILLMORE STREET,"SAN FRANCISCO, CA  94115-3515",201,3800
292597,ACTIVE,41,12/1/94,11/30/17,EXITHEATRE,156 EDDY ST,"SAN FRANCISCO, CA  94102",EXIT THEATRE,,,125.01,3800
349698,ACTIVE,41,3/8/99,2/28/17,"ASLAM, WASIM",101 EDDY ST,"SAN FRANCISCO, CA  94102",PUNJAB KABAB HOUSE,,,125.01,3800
427913,ACTIVE,47,1/24/07,10/31/17,177 EDDY ST LLC,177 EDDY ST,"SAN FRANCISCO, CA  94102-2706",PANDORA,,,125.01,3800
436945,ACTIVE,41,6/27/06,5/31/17,BANDHAN LLC,83 EDDY ST,"SAN FRANCISCO, CA  94102-2821",LITTLE DELHI INDIA RESTAURANT,,,125.01,3800
441955,SUSPEN,48,8/25/06,7/31/17,"MCINTIRE, MAXWELL IAN",496 EDDY ST,"SAN FRANCISCO, CA  94109",BROWN JUG SALOON,1231 RAINER AVE,"PACIFICA, CA  94044",124.01,3800
506023,ACTIVE,47,5/31/11,4/30/17,FUNKY FUN LLC,601 EDDY ST,"SAN FRANCISCO, CA  94109-7904",CHAMBERS EAT + DRINK,,,124.02,3800
553628,ACTIVE,41,8/15/16,7/31/17,"ONSEN HOLISTIC SPA AND TEA ROOM, LLC",466 EDDY ST,"SAN FRANCISCO, CA  94109-8110",ONSEN HOLISTIC SPA AND TEA ROOM,1301 KANSAS ST,"SAN FRANCISCO, CA  94107-3242",124.01,3800
562153,ACTIVE,41,4/28/16,3/31/17,"TRUONG, GIADUNG",642 EDDY ST,"SAN FRANCISCO, CA  94109-7907",VIETNAM HOUSE,,,124.02,3800
565970,ACTIVE,47,7/19/16,6/30/17,BLACK CAT HOSPITALITY GROUP LLC,400 EDDY ST,"SAN FRANCISCO, CA  94109-8110",BLACK CAT,"1750 TAYLOR ST, APT 1703","SAN FRANCISCO, CA  94133-5442",124.01,3800
560025,ACTIVE,74,11/19/15,4/30/17,"SEVEN STILLS, LLC","1439 EGBERT AVE, UNIT C","SAN FRANCISCO, CA  94124-3221",SEVEN STILLS,,,234,3800
182744,ACTIVE,47,4/2/86,4/30/17,"HEYMAN, SIMON",44 ELLIS ST,"SAN FRANCISCO, CA  94102",LES JOULINS,,,117,3800
218468,ACTIVE,47,9/12/88,8/31/17,NEW DELHI RESTAURANT,160 ELLIS ST,"SAN FRANCISCO, CA  94102",NEW DELHI RESTAURANT,,,123.01,3800
314471,ACTIVE,48,4/1/96,7/31/17,ELLIS STREET MANOR INC,401 ELLIS ST,"SAN FRANCISCO, CA  94102",JONELLS,,,125.02,3800
430516,ACTIVE,48,1/3/06,12/31/16,MDT SOLUTIONS INC,397 ELLIS ST,"SAN FRANCISCO, CA  94102",CINNA BAR,14342 CORVALLIS ST,"SAN LEANDRO, CA  94579",125.02,3800
528020,ACTIVE,47,1/7/13,12/31/17,"JOHN'S GRILL, INC.",63 ELLIS ST,"SAN FRANCISCO, CA  94102-2207",JOHNS GRILL,,,117,3800
538918,ACTIVE,41,12/11/13,2/28/17,SIAM CITY INC.,201 ELLIS ST,"SAN FRANCISCO, CA  94102-2111",SIAM CITY INC,,,125.01,3800
544652,ACTIVE,47,5/6/14,3/31/17,"MWTH-LHC, LLC",127 ELLIS ST,"SAN FRANCISCO, CA  94102-2109",HOTEL ABRI,"812 GRAVIER ST, #200  C/O HRI LODGING INC","NEW ORLEANS, LA  70112",125.01,3800
547018,ACTIVE,47,10/27/16,10/31/17,C&L ASSOCIATES INC,124-140 ELLIS ST,"SAN FRANCISCO, CA  94102-2110",INFUSION LOUNGE,124 ELLIS ST,"SAN FRANCISCO, CA  94102-2110",123.01,3800
415438,ACTIVE,51,4/27/11,3/31/17,GOLDEN GATE COUNCIL OF AMERICAN YOUTH HOSTELS INC,685 ELLIS ST,"SAN FRANCISCO, CA  94109",IVYS PLACE,,,124.01,3800
483153,ACTIVE,41,12/1/09,11/30/17,THEM KY RESTAURANT INC,717 ELLIS ST,"SAN FRANCISCO, CA  94109-7908",THEM KY RESTAURANT,,,124.02,3800
525641,ACTIVE,41,3/7/13,2/28/17,"MR. CRAVE BISTRO, LLC",655 ELLIS ST,"SAN FRANCISCO, CA  94109-8027",FIELD 655,,,124.01,3800
527964,ACTIVE,41,3/20/13,2/28/17,"RUTTANAPORNNUKUL, CHANCHAI",807 ELLIS ST,"SAN FRANCISCO, CA  94109-7807",THAI 4 YOU,,,124.02,3800
548820,ACTIVE,41,11/21/14,10/31/17,RUSTY'S SOUTHERN LLC,750 ELLIS ST,"SAN FRANCISCO, CA  94109-7909",RUSTY'S SOUTHERN,,,122.02,3800
570622,ACTIVE,70,12/8/16,11/30/17,"SHIN INTERNATIONAL, INC.",655-A ELLIS ST,"SAN FRANCISCO, CA  94109-8027",COVA HOTEL,,,124.01,3800
370610,ACTIVE,47,4/28/03,3/31/17,HYATT CORPORATION,5 EMBARCADERO CTR,"SAN FRANCISCO, CA  94111-4800",HYATT REGENCY SAN FRANCISCO,"71 S WACKER DR, 14TH FL LEGAL DEPT","CHICAGO, IL  60606",116,3800
563117,ACTIVE,41,12/22/15,11/30/17,"MISSION BAY FOOD COMPANY, LLC","3 EMBARCADERO CTR, #3210","SAN FRANCISCO, CA  94111-4003",PRESSED,2 HENRY ADAMS ST,"SAN FRANCISCO, CA  94103-5016",105,3800
482784,ACTIVE,41,1/12/10,12/31/17,SOFIA FILMS LLC,"3 EMBARCADERO CTR, LOBBY LEVEL","SAN FRANCISCO, CA  94111-4074",GREEN BAR THE,"550 BATTERY ST, # 1712","SAN FRANCISCO, CA  94111-2331",105,3800
417093,ACTIVE,47,11/29/04,10/31/17,MCC RESTAURANTS INC,"4 EMBARCADERO CTR, PODIUM LEVEL","SAN FRANCISCO, CA  94111-4106",SENS RESTAURANT,,,105,3800
506611,ACTIVE,47,2/9/12,1/31/17,BELLABEAN INC,"1 EMBARCADERO CTR, PROMENADE LEVEL","SAN FRANCISCO, CA  94111-3600",FUZIO UNIVERSAL BISTRO,PO BOX 3324,"MODESTO, CA  95353-3324",105,3800
567454,ACTIVE,41,5/31/16,4/30/17,"JPMD, LLC","4 EMBARCADERO CTR, SL1","SAN FRANCISCO, CA  94111-4106",BREAKING BREAD SANDWICHES,,,105,3800
512784,ACTIVE,41,10/31/11,9/30/17,FISH SIX RESTAURANT CORP,"1 EMBARCADERO CTR, SP R1113","SAN FRANCISCO, CA  94111-3628",MELT THE ,58 TEHAMA ST,"SAN FRANCISCO, CA  94105-3110",105,3800
460101,ACTIVE,41,12/19/07,12/31/17,RUBIOS RESTAURANTS INC,"4 EMBARCADERO CTR, STE 101","SAN FRANCISCO, CA  94111-4106",RUBIOS FRESH MEXICAN GRILL,"2200 FARADAY AVE, STE 250","CARLSBAD, CA  92008-7234",105,3800
536734,ACTIVE,41,11/1/13,10/31/17,CINEMA BEVERAGES HOLDING COMPANY LLC,"1 EMBARCADERO CTR, STE PL1","SAN FRANCISCO, CA  94111-3606",EMBARCADERO CENTER CINEMA,46 INDIAN HILLS DRIVE,"CIRCLE PINES, MN  55014",105,3800
474623,ACTIVE,47,6/4/09,11/30/17,OSHA THAI EMBARCADERO INC,"4 EMBARCADERO CTR, STREET LEVEL","SAN FRANCISCO, CA  94111-4106",OSHA THAI EMBARCADERO INC,432 SUTTER ST,"SAN FRANCISCO, CA  94108",116,3800
542409,ACTIVE,48,4/25/14,3/31/17,DEBRUN LLC,"2 EMBARCADERO CTR, STREET LEVEL","SAN FRANCISCO, CA  94111-3824",PATRIOT HOUSE THE,"2 EMBARCADERO CTR, PROMENADE LEVEL","SAN FRANCISCO, CA  94111",105,3800
548750,ACTIVE,41,12/8/14,11/30/17,KIRIMACHI LLC,"3 EMBARCADERO CTR, STREET LEVEL","SAN FRANCISCO, CA  94111-4003",KIRIMACHI,"199 NEW MONTGOMERY ST, UNIT 408","SAN FRANCISCO, CA  94105-3804",105,3800
550299,ACTIVE,42,11/18/14,10/31/17,"GRAPE JUICE CONSULTING, LLC","2 EMBARCADERO CTR, STREET LEVEL","SAN FRANCISCO, CA  94111-3824",BLANC AT ROUGE,,,105,3800
563193,ACTIVE,41,12/22/15,11/30/17,3 REYS INC.,"2 EMBARCADERO CTR, STREET LEVEL","SAN FRANCISCO, CA  94111-3824",GOCHEES PIZZA,"2 EMBARCADERO CTR, B6","SAN FRANCISCO, CA  94111-3823",105,3800
540652,ACTIVE,47,11/7/14,10/31/17,CRYSTAL JADE JIANG NAN LLC,"4 EMBARCADERO CTR., STE ONE, LOBBY LEVEL","SAN FRANCISCO, CA  94111-4106",CRYSTAL JADE JIANG NAN LLC,"FOUR EMBARCADERO CTR, LOBBY LEVEL","SAN FRANCISCO, CA  94111",105,3800
376389,ACTIVE,41,10/5/01,6/30/17,SOUTH BEACH CAFE INC,800 EMBARCADERO ST,"SAN FRANCISCO, CA  94107",SOUTH BEACH CAFE INC,,,607,3800
488535,ACTIVE,48,10/21/10,9/30/17,1SIX1 INC,161 ERIE ST,"SAN FRANCISCO, CA  94103-2416",PUBLIC WORKS THE,,,201,3800
535756,ACTIVE,41,11/22/13,10/31/16,"MANGIARE CATERING, LLC",301A EXECUTIVE PARK,"SAN FRANCISCO, CA  94134-3389",MANGIARE,,,610,3800
570592,ACTIVE,79,6/24/16,6/30/17,"HIDDEN STAR ORCHARDS, INC.","STONESTOWN FARMERS MARKET, STONESTOWN GALLERY PARKING LOT","3460 BUCKINGHAM WAY, SAN FRANCISCO, CA  94132",HIDDEN STAR ORCHARDS @STONESTOWN CFM ,1235 PHOENIX WAY,"SAN LEANDRO, CA  94577-1438",,3800
542561,ACTIVE,41,8/12/14,7/31/17,"CHAO, KATIE",613 FAXON AVE,"SAN FRANCISCO, CA  94112-1201",,,,310,3800
355844,ACTIVE,41,10/28/99,9/30/17,BELLA MAGGIA INC,500 FELL ST,"SAN FRANCISCO, CA  94102",BELLA MAGGIA INC,,,163,3800
403413,ACTIVE,47,12/12/03,11/30/17,SQUISHED SQUIRREL FARM LLC,155 FELL ST,"SAN FRANCISCO, CA  94102-5106",RICKSHAW STOP,"30 CHILD ST, APT 4","SAN FRANCISCO, CA  94133-3023",162,3800
538864,ACTIVE,41,1/30/14,12/31/16,"PLATTERS CATERING, INC.",501 FELL ST,"SAN FRANCISCO, CA  94102-5018",MAZZAT,,,163,3800
551460,ACTIVE,47,7/7/15,6/30/17,LA MILPA LLC,149 FELL ST,"SAN FRANCISCO, CA  94102-5106",CALA,,,162,3800
546608,ACTIVE,41,12/9/14,11/30/17,FROG HOLLOW FARM MARKET LLC,"ONE FERRY BLDG, MARKETPLACE #46","SAN FRANCISCO, CA  94111-4231",FROG HOLLOW FARM MARKET LLC,PO BOX 2110,"BRENTWOOD, CA  94513",105,3800
567176,ACTIVE,41,7/26/16,6/30/17,BROWN WOLF HOLDING COMPANY LLC,"ONE FERRY BLDG, SHOP 52","SAN FRANCISCO, CA  94111-4232",MARLA BAKERY,710 42ND AVE,"SAN FRANCISCO, CA  94121-3323",105,3800
575415,ACTIVE,41,12/15/16,11/30/17,"COWGIRL CREAMERY CORPORATION, THE","ONE FERRY BLDG, STE 19","SAN FRANCISCO, CA  94111-4231",COWGIRL SIDEKICK,2080 LAKEVILLE HWY,"PETALUMA, CA  94954",105,3800
12516,ACTIVE,41,4/26/78,6/30/17,"AMANO, SACHIKO",2235 FILLMORE ST,"SAN FRANCISCO, CA  94115",TEN ICHI JAPANESE RESTAURANT,,,135,3800
222627,ACTIVE,41,3/9/89,7/31/17,"MCCORMICK, DINO",2101 FILLMORE ST,"SAN FRANCISCO, CA  94115",DINOS PIZZA,,,135,3800
272757,ACTIVE,41,6/15/92,7/31/17,LA MEDITERRANEE I INC,2210 FILLMORE ST,"SAN FRANCISCO, CA  94115",LA MEDITERRANEE I INC,,,135,3800
292875,ACTIVE,41,6/7/94,5/31/17,1800 FILLMORE CORPORATION,1800 FILLMORE ST,"SAN FRANCISCO, CA  94115",ACADEMY BAR & KITCHEN,,,152,3800
304894,ACTIVE,41,4/7/95,3/31/17,OOC INC,1730 FILLMORE ST,"SAN FRANCISCO, CA  94115",EXTREME PIZZA,938 B ST,"SAN RAFAEL, CA  94901",155,3800
318787,ACTIVE,41,6/20/96,5/31/17,"ABUSHARKH, ADNAN KHALIL",1761 FILLMORE ST,"SAN FRANCISCO, CA  94115",,,,155,3800
327752,ACTIVE,41,12/1/97,11/30/17,JACKSON FILLMORE INC,2506 FILLMORE ST,"SAN FRANCISCO, CA  94115",JACKSON FILLMORE TRATTORIA,,,132,3800
330857,ACTIVE,48,9/2/97,8/31/17,"ANDREAS, ALEXANDER JUSTIN",1601 FILLMORE ST,"SAN FRANCISCO, CA  94115",BOOM BOOM ROOM,,,155,3800
346326,ACTIVE,47,10/30/98,9/30/17,FILLMORE STREET RESTAURANT PARTNERS L-PSHIP,1915 FILLMORE ST,"SAN FRANCISCO, CA  94115",FLORIO,,,152,3800
351589,ACTIVE,47,4/6/99,2/28/17,2001 THAI STICK INC,2001 FILLMORE ST,"SAN FRANCISCO, CA  94115",2001 THAI STICK,1580 KINGSWOOD DR,"HILLSBOROUGH, CA  94010",152,3800
390985,ACTIVE,47,8/5/02,3/31/17,"LAVINO, MASSIMO",2244 FILLMORE ST,"SAN FRANCISCO, CA  94115",VIA VENETO,,,135,3800
419432,ACTIVE,47,3/1/06,2/28/17,SHEBA LOUNGE LLC,1419 FILLMORE ST,"SAN FRANCISCO, CA  94115",SHEBA LOUNGE,"735 GOUGH ST, STE I","SAN FRANCISCO, CA  94102",159,3800
436055,ACTIVE,41,3/14/06,6/30/17,FRESCA RESTAURANTS INC,2114 FILLMORE ST,"SAN FRANCISCO, CA  94115",FRESCA RESTAURANTS INC,737 IRVING ST,"SAN FRANCISCO, CA  94122-2409",135,3800
441844,ACTIVE,41,8/10/07,7/31/17,"AMIR, MUNIR ADEM",1301 FILLMORE ST,"SAN FRANCISCO, CA  94115",FILLMORE STREET CAFE,,,159,3800
443632,ACTIVE,41,12/8/06,11/30/17,"KIM, OK S",1545-1549 FILLMORE ST,"SAN FRANCISCO, CA  94115-3515",WON MI RESTAURANT,,,159,3800
451684,ACTIVE,41,5/30/07,4/30/17,KHJ ASSOCIATES INC,1401 FILLMORE ST,"SAN FRANCISCO, CA  94115-4114",HAPPY SHABU SHABU,,,159,3800
454822,ACTIVE,47,9/28/07,8/31/17,FOOD FOR SOUL LLC,1300 FILLMORE ST,"SAN FRANCISCO, CA  94115-4113",1300 ON FILLMORE,,,159,3800
460072,ACTIVE,48,10/30/07,9/30/17,2020 FILLMORE L-PSHIP,2020 FILLMORE ST,"SAN FRANCISCO, CA  94115-2709",HARRYS BAR,223 SUTTER ST,"SAN FRANCISCO, CA  94108-4401",152,3800
467480,ACTIVE,47,11/14/08,10/31/17,ESM INC,1700 FILLMORE ST,"SAN FRANCISCO, CA  94115-3130",DOSA ON FILLMORE,,,155,3800
471038,ACTIVE,41,6/12/09,6/30/17,7 HILLS RESTAURANT LLC,1911 FILLMORE ST,"SAN FRANCISCO, CA  94115-2706",SPQR,,,152,3800
475149,ACTIVE,41,4/9/09,3/31/17,WOODHOUSE FILLMORE LLC,1914 FILLMORE ST,"SAN FRANCISCO, CA  94115-2707",WOODHOUSE FISH,,,152,3800
483870,ACTIVE,41,9/16/10,2/28/17,GROVE FILLMORE INC,2016 FILLMORE ST,"SAN FRANCISCO, CA  94115-2709",GROVE FILLMORE THE,690 MISSION ST,"SAN FRANCISCO, CA  94105-4014",152,3800
500387,ACTIVE,47,8/5/10,7/31/17,MEHFIL INDIAN CUISINE AND BAR INC,2301 FILLMORE ST,"SAN FRANCISCO, CA  94115-1812",MEHFIL INDIAN CUISINE AND BAR,,,135,3800
506270,ACTIVE,41,7/19/11,6/30/17,MAJIN ENTERPRISES INC,1560 FILLMORE ST,"SAN FRANCISCO, CA  94115-3516",IZAKAYA HASHIBIRO KOV,,,159,3800
507257,ACTIVE,41,9/1/11,8/31/17,SWEET JANE'S LLC,2123 FILLMORE ST,"SAN FRANCISCO, CA  94115",SWEET JANE'S,2709 SACRAMENTO ST,"SAN FRANCISCO, CA  94115",135,3800
508651,ACTIVE,41,11/4/11,10/31/17,BUN MEE LLC,2015 FILLMORE ST,"SAN FRANCISCO, CA  94115-2708",BUN MEE,,,152,3800
511269,ACTIVE,41,4/2/12,3/31/17,STATE BIRD PROVISIONS LLC,1529 FILLMORE ST,"SAN FRANCISCO, CA  94115-3515",STATE BIRD PROVISIONS,,,159,3800
513589,ACTIVE,41,12/16/11,11/30/17,MAJIN ENTERPRISES INC,1552 FILLMORE ST,"SAN FRANCISCO, CA  94115-3516",HOLY DOG,,,159,3800
519676,ACTIVE,41,9/7/12,8/31/17,"CAFE TROYA FILLMORE, INC",2125 FILLMORE ST,"SAN FRANCISCO, CA  94115-2223",,P O BOX 77227,"SAN FRANCISCO, CA  94107",135,3800
520159,ACTIVE,41,8/21/12,7/31/17,"FILLMORE STREET INVESTORS, LLC",1923 FILLMORE ST,"SAN FRANCISCO, CA  94115-2744",ROAM ARTISAN BURGERS,,,152,3800
528318,ACTIVE,47,6/6/13,5/31/17,PRODING LTD.,2298 FILLMORE ST,"SAN FRANCISCO, CA  94115-2222",,,,135,3800
529001,ACTIVE,41,6/26/13,5/31/17,"SEATOWN FILLMORE, LLC",1946 FILLMORE ST,"SAN FRANCISCO, CA  94115-2745",GLAZE TERIYAKI,,,152,3800
534107,ACTIVE,47,1/14/14,12/31/17,"FILLMORE ENTERTAINMENT GROUP, LLC",1534 FILLMORE ST,"SAN FRANCISCO, CA  94115-3516",ERA RESTAURANT,520 4TH ST,"SAN FRANCISCO, CA  94107",159,3800
538680,ACTIVE,47,4/25/14,3/31/17,PROGRESS PROVISIONS LLC THE,1525 FILLMORE ST,"SAN FRANCISCO, CA  94115-3515",PROGRESS THE,1529 FILLMORE ST,"SAN FRANCISCO, CA  94115-3515",159,3800
544428,ACTIVE,41,6/3/14,5/31/17,JSY ENTERPRISES CORPORATION,1506 FILLMORE ST,"SAN FRANCISCO, CA  94115-3516",ARANG RESTAURANT,,,159,3800
