LICENSE NUMBER,STATUS,LICENSE TYPE, ORIG. ISS. DATE, EXPIR DATE, PRIMARY OWNER, PREMISES ADDR, PREMISES CSZ,BUSNESS NAME, MAILING ADDRESS, MAILING CSZ, CENSUS TRACT, GEO CODE
449128,ACTIVE,41,2/13/07,1/31/17,"AWADALLA, AWADALLA M",3244 SCOTT ST,"SAN FRANCISCO, CA  94123-2606",HOLE IN THE WALL PIZZA,"2269 CHESTNUT ST, STE 163","SAN FRANCISCO, CA  94123",128,3800
506743,ACTIVE,48,2/10/11,1/31/17,GYPSY TEA ROOM LLC,3251 SCOTT ST,"SAN FRANCISCO, CA  94123",REED AND GREENOUGH,,,128,3800
554048,SUSPEN,41,5/28/15,4/30/17,"TYLER DURDEN RESTAURANT GROUP, LLC",3232 SCOTT ST,"SAN FRANCISCO, CA  94123-2806",SCOTLAND YARD ,,,128,3800
559198,ACTIVE,41,1/11/16,12/31/16,"ADASEM, INC.",3242 SCOTT ST,"SAN FRANCISCO, CA  94123-2606",KOBANI MEDITERRANEAN GRILL,,,128,3800
567266,ACTIVE,41,5/5/16,4/30/17,"ZEE COOKS, LLC","337 SEAWALL, SPC C, LOT LND AREA 1-1","SAN FRANCISCO, CA  94105",CREPERIE SAINT GERMAIN,"ONE SOUTH PARK, UNIT 405","SAN FRANCISCO, CA  94107",607,3800
178560,ACTIVE,41,10/28/85,10/31/17,B & M MEI SING RESTAURANT INC,62-64 SECOND ST,"SAN FRANCISCO, CA  94105",B & M MEI SING RESTAURANT INC,,,615,3800
223363,ACTIVE,51,11/28/88,3/31/17,SAN FRANCISCO GOLF CLUB LTD,JUNIPERO SERRA BLVD & BROTHERHOOD WY,"SAN FRANCISCO, CA  94132",SAN FRANCISCO GOLF CLUB,1310 JUNIPERO SERRA BLVD,"SAN FRANCISCO, CA  94132",1233.64,3800
359456,ACTIVE,48,4/4/00,3/31/17,MAXIMUM PRODUCTIONS INC,34 SEVENTH ST,"SAN FRANCISCO, CA  94103",MR SMITHS,566 10TH AVE,"SAN FRANCISCO, CA  94118-3638",176.01,3800
225290,ACTIVE,51,8/10/92,10/31/17,OLYMPIC CLUB THE,599 SKYLINE BLVD,"SAN FRANCISCO, CA  94132",,524 POST ST,"SAN FRANCISCO, CA  94102",604,3800
568350,ACTIVE,40,5/27/16,5/31/17,"HOT DOG BILLS, INC.","599 SKYLINE BLVD, #2","SAN FRANCISCO, CA  94132",HOT DOG BILLS RANGE STAND #2,675 SANTA BARBARA AVE,"MILLBRAE, CA  94030",604,3800
466603,ACTIVE,41,8/28/08,7/31/17,"MAGUIRE, ELIZABETH OBOYLE",2650 SLOAT BLVD,"SAN FRANCISCO, CA  94116-2649",JAVA BEACH AT THE ZOO,1396 LA PLAYA ST,"SAN FRANCISCO, CA  94122-1019",354,3800
66670,ACTIVE,41,1/1/94,10/31/17,"USSORIO, PASQUALE",2640 SLOAT BLVD,"SAN FRANCISCO, CA  94116",PASQUALE PIZZERIA,,,354,3800
414084,ACTIVE,41,11/22/04,10/31/17,EAST BAY LLC,1559A SLOAT BLVD,"SAN FRANCISCO, CA  94132",,,,331,3800
510043,ACTIVE,41,10/25/11,9/30/17,CHIPOTLE MEXICAN GRILL INC,1523 SLOAT BLVD,"SAN FRANCISCO, CA  94132-1222",CHIPOTLE MEXICAN GRILL,"1401 WYNKOOP STREET, STE 500","DENVER, CO  80202-1729",331,3800
433344,ACTIVE,47,2/8/06,1/31/17,RESTAURANTS UNLIMITED INC,345 SPEAR ST,"SAN FRANCISCO, CA  94105",PALOMINO # 35,"411 FIRST AVE S, # 200","SEATTLE, WA  98104",615,3800
472442,ACTIVE,47,6/14/10,5/31/17,REROUTE LLC,300 SPEAR ST,"SAN FRANCISCO, CA  94105-1638",PROSPECT,"100 THE EMBARCADERO, STE 260","SAN FRANCISCO, CA  94105",615,3800
470092,ACTIVE,47,4/3/09,3/31/17,DEEM SUM INTERNATIONAL INC,101 SPEAR ST RINCON CTR,"SAN FRANCISCO, CA  94105",YANK SING,PO BOX 192960,"SAN FRANCISCO, CA  94119",615,3800
466063,ACTIVE,41,7/30/08,6/30/17,"VARTANIAN, ARMEN","101 SPEAR ST, # A15 RINCON CTR","SAN FRANCISCO, CA  94105-1559",PEPES TAQUERIA,,,615,3800
543932,ACTIVE,41,11/26/14,10/31/17,"GUCKENHEIMER SERVICES, LLC","345 SPEAR ST, 6TH & 7TH FL","SAN FRANCISCO, CA  94105-6157",GUCKENHEIMER AT GOOGLE WAREHOUSE 6,"1850 GATEWAY DR, STE 500","SAN MATEO, CA  94404",615,3800
533961,ACTIVE,86,11/22/13,10/31/17,FUTURE BEVERAGE INC,"101 SPEAR ST, STE A04","SAN FRANCISCO, CA  94105-1557",CASK AT RINCON,"244 KEARNY ST, 7TH FL","SAN FRANCISCO, CA  94108",615,3800
293964,ACTIVE,41,5/13/94,4/30/17,"PANOSSIAN, ABRAHAM A","101 SPEAR ST, STE A18","SAN FRANCISCO, CA  94105",RUBINS CUSTOM CORPORATE CATERING,101 SPEAR ST A-19,"SAN FRANCISCO, CA  94105",615,3800
542777,ACTIVE,41,10/21/14,9/30/17,"MICHAELSON, PAMELA NATALIE","101 SPEAR ST, STE A7","SAN FRANCISCO, CA  94105-1580",AMAWELES SOUTH AFRICAN KITCHEN,,,615,3800
451869,ACTIVE,41,5/1/07,4/30/17,"HOBSON, THEODORE MARCUS","121 SPEAR ST, STE B19","SAN FRANCISCO, CA  94105-1576",THEOS CHEESE STEAK SHOP,,,615,3800
482435,ACTIVE,79,9/16/09,6/30/17,RAINBOW ORCHARDS INC,MARKET ST BETWEEN 7TH & 8TH ST,"SAN FRANCISCO, CA  94102",RAINBOW ORCHARDS @ HEART OF THE CITY CFM,"2569 LARSEN DR, RAINBOW ORCHARDS","CAMINO, CA  95709",176.01,3800
570596,ACTIVE,79,6/24/16,6/30/17,"HIDDEN STAR ORCHARDS, INC.","CLEMENT ST FARMERS MARKET, 244 CLEMENT ST","SAN FRANCISCO, CA  94118",HIDDEN STAR ORCHARDS @CLEMENT ST CFM,1235 PHOENIX WAY,"SAN LEANDRO, CA  94577-1438",,3800
11059,ACTIVE,47,9/13/50,9/30/17,ALIOTO FISH CO LTD,TAYLOR ST FT OF STALL 8,"SAN FRANCISCO, CA  94133",,8 FISHERMANS WHARF,"SAN FRANCISCO, CA  94133",107,3800
314100,ACTIVE,47,4/12/96,3/31/17,HACKMOR INC,770 STANYAN ST,"SAN FRANCISCO, CA  94117",KEZAR PUB THE,,,171.02,3800
500671,ACTIVE,86,11/17/10,10/31/17,WHOLE FOODS MARKET CALIFORNIA INC,690 STANYAN ST,"SAN FRANCISCO, CA  94117-1863",WHOLE FOODS MARKET,"PO BOX 684786, ATTN LICENSING TEAM","AUSTIN, TX  78768-4786",166,3800
528988,ACTIVE,41,3/6/13,2/28/17,"JIRASAB, JETSADA",900 STANYAN ST,"SAN FRANCISCO, CA  94117-3807",BANGKOK 900,,,171.02,3800
117517,ACTIVE,41,2/24/82,7/31/17,ELIA NOBBIO INC,3314 STEINER ST,"SAN FRANCISCO, CA  94123",ELIA NOBBIO INC,,,128,3800
197874,ACTIVE,47,6/18/87,4/30/17,IZZYS STEAK & CHOP HOUSE INC,3345 STEINER ST,"SAN FRANCISCO, CA  94123-2706",IZZYS STEAKS & CHOPS,,,128,3800
313086,ACTIVE,41,11/14/95,10/31/17,AMERICANESE INC,3339 STEINER ST,"SAN FRANCISCO, CA  94123",ACE WASABIS,,,128,3800
315981,ACTIVE,41,2/22/96,1/31/17,BEARD LLC,3340 STEINER ST,"SAN FRANCISCO, CA  94123",CAFFE CENTRO,,,128,3800
404109,ACTIVE,41,1/29/04,12/31/17,CRU VENTURES LLC,3330 STEINER ST,"SAN FRANCISCO, CA  94123-2707",NECTAR WINE LOUNGE,,,128,3800
428003,ACTIVE,41,10/28/05,9/30/17,LETTUS LLC,3352 STEINER ST,"SAN FRANCISCO, CA  94123",PLANT CAFE ORGANIC THE,958 ILLINOIS ST,"SAN FRANCISCO, CA  94107",128,3800
433681,ACTIVE,41,3/23/06,2/28/17,NICE VENTURES 4 TERZO L-PSHIP,3011 STEINER ST,"SAN FRANCISCO, CA  94123",TERZO,"4104 24TH ST, PMB 8111","SAN FRANCISCO, CA  94114",128,3800
468458,ACTIVE,41,9/3/08,8/31/17,BARNEYS SAN FRANCISCO INC,3344 STEINER ST,"SAN FRANCISCO, CA  94123-2707",BARNEYS SAN FRANCISCO INC,1591 SOLANO AVE,"BERKELEY, CA  94707-2116",128,3800
489022,ACTIVE,41,8/18/10,2/28/17,ZAELS INC,3324 STEINER ST,"SAN FRANCISCO, CA  94123-2707",ISA RESTAURANT,,,128,3800
501828,ACTIVE,41,10/12/10,9/30/17,"ROCKDALE GROUP,LLC",3317 STEINER ST,"SAN FRANCISCO, CA  94123",CHOTTO,840 ROCKDALE DR,"SAN FRANCISCO, CA  94127",128,3800
527142,ACTIVE,41,1/29/13,12/31/16,TOMA TODO LLC,3318 STEINER ST,"SAN FRANCISCO, CA  94123-2707",TOMA,337 LISBON ST,"SAN FRANCISCO, CA  94112-2705",128,3800
538610,ACTIVE,41,12/16/13,11/30/17,VICTORIVIC LLC,3348 STEINER ST,"SAN FRANCISCO, CA  94123-2707",SAIWALKS,,,128,3800
473254,ACTIVE,47,8/27/09,7/31/17,PERRYS EMBARCADERO L-PSHIP,155 STEUART ST,"SAN FRANCISCO, CA  94105-1206",PERRYS ON THE EMBARCADERO,1944 UNION ST,"SAN FRANCISCO, CA  94123-4205",615,3800
518322,ACTIVE,47,5/24/12,4/30/17,"TRUONG, KIET CHI",139 STEUART ST,"SAN FRANCISCO, CA  94105-1206",REGION,,,615,3800
551914,ACTIVE,41,3/26/15,2/28/17,SIERREC LLC,510 STEVENSON ST,"SAN FRANCISCO, CA  94103-1607",MONTESACRO,557 1/2 WISCONSIN ST,"SAN FRANCISCO, CA  94107-2731",176.01,3800
447369,ACTIVE,41,1/29/07,12/31/17,RICO MEX INC,53 STEVENSON ST,"SAN FRANCISCO, CA  94105-2905",RICO MEX,,,615,3800
531054,ACTIVE,47,5/16/13,4/30/17,"55 LOUIE'S SF, LLC",55 STEVENSON ST,"SAN FRANCISCO, CA  94105-2936",HARPOON LOUIES,,,615,3800
564460,ACTIVE,41,7/12/16,6/30/17,"TAM BRANDS RESTAURANT I, LLC",71 STEVENSON ST,"SAN FRANCISCO, CA  94105-2934",DABBA,930 LOVELL AVE,"MILL VALLEY, CA  94941",615,3800
69797,ACTIVE,47,1/1/74,7/31/17,ICF INC,"49 STEVENSON ST, STE A","SAN FRANCISCO, CA  94105-2909",YANK SING,PO BOX 192960,"SAN FRANCISCO, CA  94119",615,3800
23439,ACTIVE,51,4/21/89,9/30/17,TOWN & COUNTRY CLUB,218 STOCKTON ST,"SAN FRANCISCO, CA  94108",TOWN & COUNTRY CLUB,,,117,3800
370607,ACTIVE,47,8/17/01,7/31/17,HYATT CORPORATION,345 STOCKTON ST,"SAN FRANCISCO, CA  94108",GRAND HYATT SAN FRANCISCO,"71 S WACKER DR, 14TH FL LEGAL DEPT","CHICAGO, IL  60606",117,3800
401457,ACTIVE,41,7/18/03,6/30/17,EMPORIO RULLI IL CAFFE AT UNION SQUARE INC,225 STOCKTON ST,"SAN FRANCISCO, CA  94108",EMPORIO RULLI II CAFFE AT UNION SQUARE,464 MAGNOLIA AVE,"LARKSPUR, CA  94939-2057",,3800
453190,ACTIVE,47,10/26/07,9/30/17,IHMS SF LLC,340 STOCKTON ST,"SAN FRANCISCO, CA  94108-4609",TAJ CAMPTON PLACE,,,117,3800
516333,ACTIVE,47,3/15/12,2/28/17,PALMER CITY-CORE STOCKTON RESTAURANT LLC,417 STOCKTON ST,"SAN FRANCISCO, CA  94108-3608",BURRITT TAVERN + BURRITT ROOM,,,117,3800
534529,ACTIVE,47,9/24/13,8/31/17,RITZ CARLTON HOTEL COMPANY LLC THE,600 STOCKTON ST,"SAN FRANCISCO, CA  94108-2311",RITZ CARLTON,"610 SMITHFIELD ST, STE 300","PITTSBURGH, PA  15222-2512",117,3800
262632,ACTIVE,41,9/6/91,2/28/17,YUET LEE RESTAURANT INC,1300 STOCKTON ST,"SAN FRANCISCO, CA  94133",YUET LEE RESTAURANT,,,107,3800
273961,ACTIVE,48,8/27/92,1/31/17,"BUONI, DOMINIQUE",1431 STOCKTON ST,"SAN FRANCISCO, CA  94133",VIENI VIENI,,,107,3800
28553,ACTIVE,57,3/18/54,3/31/17,ITALIAN ATHLETIC CLUB SAN FRANCISCO,1630 STOCKTON ST,"SAN FRANCISCO, CA  94133",SAN FRANCISCO ITALIAN ATHLETIC CLUB,,,106,3800
343850,ACTIVE,47,2/19/99,8/31/17,NORTH BEACH RESTAURANT INC,1512 STOCKTON ST,"SAN FRANCISCO, CA  94133",NORTH BEACH RESTAURANT,,,106,3800
345838,ACTIVE,41,11/3/98,8/31/17,"NG, KAM BILL",1247 STOCKTON ST,"SAN FRANCISCO, CA  94133",NEW MOON RESTAURANT,,,107,3800
409615,ACTIVE,47,3/22/04,2/28/17,GIUSTI CORPORATION,1421-1429 STOCKTON ST,"SAN FRANCISCO, CA  94133",FIRENZE BY NIGHT,1429 STOCKTON ST,"SAN FRANCISCO, CA  94133",107,3800
428752,ACTIVE,41,11/14/05,1/31/17,DBMK ENTERPRISES INC,1701 STOCKTON ST,"SAN FRANCISCO, CA  94133",DBMK ENTERPRISES INC,24 LOMA LINDA RD,"SAN RAFAEL, CA  94901",104,3800
476608,ACTIVE,47,6/24/09,5/31/17,INTERNATIONAL SCHOOL OF PIZZA INC,1570 STOCKTON ST,"SAN FRANCISCO, CA  94133-3306",TONYS PIZZA NAPOLETANA,,,106,3800
508878,ACTIVE,47,6/1/11,5/31/17,PARK SF LLC THE,1652 STOCKTON ST,"SAN FRANCISCO, CA  94133-3316",PARK TAVERN,,,106,3800
530747,ACTIVE,47,6/20/13,5/31/17,"T-LISH IV, LLC",1548 STOCKTON ST,"SAN FRANCISCO, CA  94133-3306",TACOLICIOUS,1509 CHURCH ST,"SAN FRANCISCO, CA  94131-2017",106,3800
554256,ACTIVE,41,5/7/15,4/30/17,MARUDA LLC,1600 STOCKTON ST,"SAN FRANCISCO, CA  94133-3316",ACQUOLINA,,,106,3800
561133,ACTIVE,67,5/26/16,12/31/17,"WASHINGTON SQUARE INN, LLC",1660 STOCKTON ST,"SAN FRANCISCO, CA  94133-3316",WASHINGTON SQUARE INN,,,106,3800
562943,ACTIVE,48,3/23/16,3/31/17,"TONY NIK'S LLC
",1534 STOCKTON ST,"SAN FRANCISCO, CA  94133-3306",TONY NIKS CAFE,,,106,3800
546633,ACTIVE,41,8/18/14,7/31/17,NEMA BEVERAGE CORPORATION,"150 STOCKTON ST 1ST FL, 1ST FL","SAN FRANCISCO, CA  94108-5807",NM ON THE SQUARE,1618 MAIN STREET,"DALLAS, TX  75201-4720",117,3800
546659,ACTIVE,47,8/18/14,7/31/17,NEMA BEVERAGE CORPORATION,"150 STOCKTON ST, 4TH FL","SAN FRANCISCO, CA  94108-5807",NEIMAN MARCUS,1618 MAIN STREET,"DALLAS, TX  75201-4720",117,3800
554371,ACTIVE,41,6/3/16,5/31/17,"STOW LAKE BOATHOUSE COMPANY, LLC",50 STOW LAKE DR,"SAN FRANCISCO, CA  94118",STOW LAKE BOATHOUSE,101 W SAN FRANCISCO ST,"SANTA FE, NM  87501-2111",9803,3800
421031,ACTIVE,47,2/2/06,1/31/17,GLENEAGLES GOLF PARTNERS L-PSHIP,2100 SUNNYDALE AVE,"SAN FRANCISCO, CA  94134-2614",GLENEAGLES GC AT MCLAREN PARK,851 31ST AVE,"SAN FRANCISCO, CA  94121",9805.01,3800
1436,ACTIVE,52,10/17/49,6/30/17,MARINES MEMORIAL ASSOCIATION,609 SUTTER ST,"SAN FRANCISCO, CA  94102",MARINES MEMORIAL ASSOCIATION,,,121,3800
23181,ACTIVE,50,2/10/38,1/31/17,FRANCISCA CLUB,595 SUTTER ST,"SAN FRANCISCO, CA  94102",FRANCISCA CLUB,,,121,3800
25852,ACTIVE,51,1/13/89,2/28/17,METROPOLITAN CLUB,640 SUTTER ST,"SAN FRANCISCO, CA  94102",METROPOLITAN CLUB,,,121,3800
279926,ACTIVE,41,2/17/93,1/31/17,"KIM, JEONG AE",500 SUTTER ST,"SAN FRANCISCO, CA  94102",LORIS DINER,,,121,3800
351452,ACTIVE,41,4/2/99,3/31/17,ROXANNE SOTANO INC,601 SUTTER ST,"SAN FRANCISCO, CA  94102-1017",CESARIOS,,,121,3800
376861,SUREND,48,11/15/01,10/31/17,"GOODMAN, KEITH LELAND",685 SUTTER ST,"SAN FRANCISCO, CA  94102",CELLAR THE,,,121,3800
402552,ACTIVE,41,4/7/04,3/31/17,ROXANNE SOTANO INC,696 SUTTER ST,"SAN FRANCISCO, CA  94102-1018",PIRAAT ,601 SUTTER ST,"SAN FRANCISCO, CA  94102-1017",121,3800
433526,ACTIVE,47,12/13/07,11/30/17,LELAND VENTURES LLC,679 SUTTER ST,"SAN FRANCISCO, CA  94102-1017",MATADOR,,,121,3800
520595,ACTIVE,41,5/31/12,5/31/17,"BOONUTIS, PONGSIT",692 SUTTER ST,"SAN FRANCISCO, CA  94102-1018",L'OTTAVO RISTORANTE,,,121,3800
527572,ACTIVE,47,5/21/13,4/30/17,"DIAMONDROCK SF SUTTER STREET TENANT, LLC",566 SUTTER ST,"SAN FRANCISCO, CA  94102",HOTEL REX,562 SUTTER ST,"SAN FRANCISCO, CA  94102",121,3800
533253,ACTIVE,41,7/31/13,6/30/17,"BUTTERS ENTERPRISES, LLC",582 SUTTER ST,"SAN FRANCISCO, CA  94102-1102",HOGWASH,,,121,3800
54039,ACTIVE,47,1/1/94,9/30/17,BERESFORD HOTEL CORP,637 SUTTER ST,"SAN FRANCISCO, CA  94102",BERESFORD HOTEL CORPORATION,582 MARKET ST STE 912,"SAN FRANCISCO, CA  94104",121,3800
548298,ACTIVE,64,12/17/14,11/30/17,JEAN SHELTON FOUNDATION A CALIFORNIA PUBLIC BENEFI,533 SUTTER ST,"SAN FRANCISCO, CA  94102-1101",SHELTON THEATER,957 VERNAL AVE,"MILL VALLEY, CA  94941",121,3800
559819,ACTIVE,48,1/7/16,12/31/17,"580 SUTTER STREET, L-PSHIP",580 SUTTER ST,"SAN FRANCISCO, CA  94102-1102",CANTINA,,,121,3800
114064,ACTIVE,41,10/22/81,4/30/17,"RAMAZANNIA, BELLA B",39 SUTTER ST,"SAN FRANCISCO, CA  94104",CAFFE BIANCO INC,,,117,3800
512672,ACTIVE,41,10/24/11,9/30/17,FUSION COURT INC,111 SUTTER ST,"SAN FRANCISCO, CA  94104-4545",BAMBOO ASIA,"580 CALIFORNIA ST, #1245","SAN FRANCISCO, CA  94104",117,3800
527734,ACTIVE,41,5/8/13,4/30/17,AQUITAINE LLC,175 SUTTER ST,"SAN FRANCISCO, CA  94104-4501",AQUITAINE,,,117,3800
529856,ACTIVE,47,6/19/13,5/31/17,GALLERIA PARK ASSOCIATES LAND I LLC,185 SUTTER ST,"SAN FRANCISCO, CA  94104-4501",,"425 BUSH ST, STE 444","SAN FRANCISCO, CA  94108-3713",117,3800
534028,ACTIVE,41,7/31/13,6/30/17,"SCHMEER AND SCHMALTZ, LLC",126 SUTTER ST,"SAN FRANCISCO, CA  94104-4001",SHORTY GOLDSTEINS,,,117,3800
410914,ACTIVE,86,7/8/04,10/31/17,HECTOR RUSSELL INC,360 SUTTER ST,"SAN FRANCISCO, CA  94108-4302",WHISKY SHOP THE,,,117,3800
517905,SUREND,41,3/8/12,2/28/17,BAY BREAD LLC,222 SUTTER ST,"SAN FRANCISCO, CA  94108-4445",LA BOULANGE DE SUTTER,"PO BOX 3422, MAILSTOP S-TAX2 LICENSE SERVICES","SEATTLE, WA  98124-1442",117,3800
523903,ACTIVE,41,11/1/12,10/31/17,CHIPOTLE MEXICAN GRILL INC,211 SUTTER ST,"SAN FRANCISCO, CA  94108-4405",CHIPOTLE MEXICAN GRILL,"1401 WYNKOOP ST, STE 500 ATTN LICENSING","DENVER, CO  80202-1729",117,3800
552463,ACTIVE,47,2/27/15,1/31/17,"FELCOR UNION SQUARE LESSEE, L.L.C.",480 SUTTER ST,"SAN FRANCISCO, CA  94108-3901",MARRIOTT SF UNION SQUARE,"125 E JOHN CARPENTOR FRWY, #1600","IRVING, TX  75062",117,3800
561746,ACTIVE,47,12/2/15,11/30/17,"E&O RESTAURANT COMPANY, LLC",314 SUTTER ST,"SAN FRANCISCO, CA  94108",E&O KITCHEN AND BAR,,,117,3800
29933,ACTIVE,41,2/8/77,3/31/17,"LIEBERMAN, IRENE",1499 SUTTER ST,"SAN FRANCISCO, CA  94109",,,,151,3800
301304,ACTIVE,41,1/23/95,12/31/17,SUGITA FOODS INC,704 SUTTER ST,"SAN FRANCISCO, CA  94109-6417",SANRAKU RESTAURANT,704 SUTTER ST,"SAN FRANCISCO, CA  94109-6417",121,3800
311100,SUREND,48,12/29/95,11/30/17,COMMODORE F&B INC,827 SUTTER ST,"SAN FRANCISCO, CA  94109-6168",MINX,4061 19TH AVE,"SAN FRANCISCO, CA  94132",121,3800
327974,ACTIVE,41,3/21/97,4/30/17,WOK SHOP CAFE,1307 SUTTER ST,"SAN FRANCISCO, CA  94109",WOK SHOP CAFE,,,151,3800
380049,ACTIVE,47,2/28/03,1/31/17,F & B ASSOCIATES INC,1270 SUTTER ST,"SAN FRANCISCO, CA  94109",,"485 VALLEY DR, STE A","BRISBANE, CA  94005",120,3800
395068,ACTIVE,48,2/7/03,1/31/17,R BAR INC,1176 SUTTER ST,"SAN FRANCISCO, CA  94109",R BAR,,,120,3800
418457,ACTIVE,48,2/15/05,1/31/17,BARTABS LLC,998 SUTTER ST,"SAN FRANCISCO, CA  94109-6025",ACE'S BAR,,,120,3800
428907,ACTIVE,41,8/29/05,7/31/17,DORIAN VENTURES INC,800 SUTTER ST,"SAN FRANCISCO, CA  94109",CAFE BEAN,,,121,3800
511287,ACTIVE,47,9/14/11,8/31/17,1500 MAJESTIC LLC,1500 SUTTER ST,"SAN FRANCISCO, CA  94109-5307",CAFE MAJESTIC,,,152,3800
515842,ACTIVE,41,5/29/12,4/30/17,ROXANNE SOTANO INC,700 SUTTER ST,"SAN FRANCISCO, CA  94109-6417",SUTTER RESTAURANT & PUB,601 SUTTER ST,"SAN FRANCISCO, CA  94102-1017",121,3800
533267,ACTIVE,41,9/8/14,8/31/17,"ALBERTO'S FOOD MARKET, INC.",882 SUTTER ST,"SAN FRANCISCO, CA  94109-6115",ALBERTOS FOOD MARKET,,,121,3800
536374,ACTIVE,41,11/27/13,10/31/17,LEADER MANAGEMENT LLC,1409 SUTTER ST,"SAN FRANCISCO, CA  94109-5417",PAYNE MANSION HOTEL THE,,,151,3800
539788,ACTIVE,47,7/17/14,6/30/17,DECADE LLC,871 SUTTER ST,"SAN FRANCISCO, CA  94109-6168",,,,121,3800
553012,ACTIVE,47,12/31/15,11/30/17,HQ2 LLC,1217 SUTTER ST,"SAN FRANCISCO, CA  94109-5516",HQ2,1568 HAIGHT ST,"SAN FRANCISCO, CA  94117-2913",120,3800
553226,ACTIVE,41,7/7/15,7/31/17,"DABCO, LLC",896 SUTTER ST,"SAN FRANCISCO, CA  94109-6115",CUP A JOE COFFEE HOUSE,,,121,3800
566599,ACTIVE,41,3/22/16,12/31/17,"JP GROUP, INC.",707 SUTTER ST,"SAN FRANCISCO, CA  94109-6416",707 SUTTER,,,121,3800
571920,SUREND,47,9/22/16,8/31/17,MILLER'S REST LLC,1083-1085 SUTTER ST,"SAN FRANCISCO, CA  94109",MILLER'S REST,2906 BUSH ST,"SAN FRANCISCO, CA  94115",120,3800
572426,ACTIVE,41,9/30/16,8/31/17,LOVE-CRUMBS LLC,1075 SUTTER ST,"SAN FRANCISCO, CA  94109-5817",PHLOX COMMONS,,,120,3800
61497,ACTIVE,40,1/1/94,7/31/17,"LIEBERMAN, RICHARD P",1570 SUTTER ST,"SAN FRANCISCO, CA  94109",,1499 SUTTER ST,"SAN FRANCISCO, CA  94109",152,3800
8121,ACTIVE,47,10/9/70,1/31/17,BAROUS INC,777 SUTTER ST,"SAN FRANCISCO, CA  94109",FLEUR DE LYS,145 MARINA BLVD,"SAN FRANCISCO, CA  94123",121,3800
2351,ACTIVE,47,3/18/87,1/31/17,RUSSIAN CENTER OF SAN FRANCISCO INC,2460 SUTTER ST,"SAN FRANCISCO, CA  94115",RUSSIAN CENTER OF SAN FRANCISCO INC,,,153,3800
370708,ACTIVE,47,12/29/00,11/30/17,"TAM, ISIDORE CHAN SING",1800 SUTTER ST,"SAN FRANCISCO, CA  94115",CAFE MUMS,,,152,3800
502627,ACTIVE,41,12/9/10,11/30/17,J & H BREAKFASTOLOGY INC,2101 SUTTER ST,"SAN FRANCISCO, CA  94115-3119",SWEET MAPLE COFFEE SHOP,375 TAYLOR ST,"SAN FRANCISCO, CA  94102",155,3800
504180,ACTIVE,41,2/17/11,1/31/17,SWEET LIME INC,2100 SUTTER ST,"SAN FRANCISCO, CA  94115-3120",SWEET LIME,,,153,3800
554625,ACTIVE,42,8/25/16,7/31/17,"NIGHTHAWKS, LLC",1981 SUTTER ST,"SAN FRANCISCO, CA  94115-3113",PINOT'S PALETTE,"2040 FRANKLIN ST, # 1108","SAN FRANCISCO, CA  94109-2905",155,3800
564744,ACTIVE,41,2/10/16,7/31/17,"GARDENIAS RESTAURANT, LLC",1963 SUTTER ST,"SAN FRANCISCO, CA  94115-3113",GARDENIAS RESTAURANT,,,155,3800
548244,ACTIVE,70,10/21/14,9/30/17,KIMPTON HOTEL & RESTAURANT GROUP LLC,"1800 SUTTER ST, STE A","SAN FRANCISCO, CA  94115-3220",BUCHANAN HOTEL THE,"222 KEARNY ST STE 200, C/O LEGAL DEPT AT KIMPTON","SAN FRANCISCO, CA  94108-4537",152,3800
538945,ACTIVE,41,1/7/14,2/28/17,GUAVA & JAVA SFO INC,SFO T3 BOARDING AREA E 2.315,"SAN FRANCISCO, CA  94128",DOGPATCH BAKEHOUSE & CAFFE,10726 FALLS POINTE DR,"GREAT FALLS, VA  22066",6043,4100
168856,ACTIVE,42,3/5/85,6/30/17,MR LIQUOR,250 TARAVAL ST,"SAN FRANCISCO, CA  94116",SAN FRANCISCO WINE TRADING COMPANY,,,304,3800
196754,ACTIVE,47,1/5/87,4/30/17,DIGRANDE ENTERPRISES INC,800 TARAVAL ST,"SAN FRANCISCO, CA  94116",,,,304,3800
252845,ACTIVE,41,11/14/90,5/31/17,"HAVLICEK, HERMILA",1601 TARAVAL ST,"SAN FRANCISCO, CA  94116",EL BURRITO EXPRESS,,,330,3800
281745,ACTIVE,47,2/26/93,5/31/17,"BALDOCCHI, MARCELLO",2100 TARAVAL ST,"SAN FRANCISCO, CA  94116",RISTORANTE MARCELLO,,,329.01,3800
318342,ACTIVE,41,7/2/96,4/30/17,"CHEN, FU HUA",1735 TARAVAL ST,"SAN FRANCISCO, CA  94116",TARAVAL OKAZU YA,,,330,3800
324575,ACTIVE,41,11/20/96,10/31/17,"LEE, DONG JOO",2001 TARAVAL ST,"SAN FRANCISCO, CA  94116",HAN BAT KOREAN RESTAURANT,,,330,3800
333885,ACTIVE,41,9/3/97,8/31/17,"CHEUNG, CATHY",3600 TARAVAL ST,"SAN FRANCISCO, CA  94116",BASHFUL BULL TOO,,,354,3800
345588,ACTIVE,41,12/17/98,8/31/17,"HOLMAN, AMY MILLER",1712 TARAVAL ST,"SAN FRANCISCO, CA  94116",EAGLE PIZZA,,,328.01,3800
379022,ACTIVE,41,8/28/01,1/31/17,PAPARTASSEE CORPORATION,3050 TARAVAL ST,"SAN FRANCISCO, CA  94116",VANIDA THAI KITCHEN,,,353,3800
